kolom_naam;record_aantal;tabel_naam;aantal_veldwaarden_met_null;aantal_lege_veldwaarde;aantal_veldwaarden_met_lege_lijst;totaal_aantal_veldwaarden;aantal_uunieke_veldwaarden;percentage_unieke_veldwaarden;kolom_is_leeg;veldwaarde_is_uuid;veldwaarde_is_url;veldwaarde_is_email;veldwaarde_is_int;veldwaarde_is_float;veldwaarde_is_bool;veldwaarde_is_dict;veldwaarde_bevat_html;veldwaarde_is_date;veldwaarde_is_str;aantal_decimalen;grootste_int_waarde;langste_str_waarde;primaire_sleutel;vreemde_sleutel;gerelateerde_tabel_naam;gerelateerde_kolom_naam
synoniem genus;1372;TblSynoniemen;0;0;0;60;46;0.77;False;0;0;0;0;0;0;0;0;0;60;0;0;13;false;false;;
synoniem familie;1372;TblSynoniemen;0;0;0;116;39;0.34;False;0;0;0;0;0;0;0;0;0;116;0;0;14;false;false;;
synoniem orde;1372;TblSynoniemen;0;0;0;405;31;0.08;False;0;0;0;0;0;0;0;0;0;405;0;0;17;false;false;;
synoniem klasse;1372;TblSynoniemen;0;0;0;353;5;0.01;False;0;0;0;0;0;0;0;0;0;353;0;0;12;false;false;;
synoniem stam;1372;TblSynoniemen;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
synoniem rijk;1372;TblSynoniemen;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
synoniem NL naam1;1372;TblSynoniemen;0;0;0;99;99;1.0;False;0;0;0;0;0;0;0;0;0;99;0;0;49;false;false;;
synoniem NL naam2;1372;TblSynoniemen;0;0;0;16;16;1.0;False;0;0;0;0;0;0;0;0;0;16;0;0;19;false;false;;
synoniem NL naam3;1372;TblSynoniemen;0;0;0;1;1;1.0;False;0;0;0;0;0;0;0;0;0;1;0;0;10;false;false;;
synoniem EN naam1;1372;TblSynoniemen;0;0;0;27;27;1.0;False;0;0;0;0;0;0;0;0;0;27;0;0;18;false;false;;
synoniem EN naam2;1372;TblSynoniemen;0;0;0;2;2;1.0;False;0;0;0;0;0;0;0;0;0;2;0;0;14;false;false;;
synoniem EN naam3;1372;TblSynoniemen;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Omschrijving;26;TblVerwerving;0;0;0;26;26;1.0;False;0;0;0;0;0;0;0;0;0;26;0;0;44;true;false;;
Omschrijving;14;TblVerzamelwijze;0;0;0;14;14;1.0;False;0;0;0;0;0;0;0;0;0;14;0;0;44;true;false;;
OmschrijvingCF;14;TblVerzamelwijze;0;0;0;14;14;1.0;False;0;0;0;0;0;0;0;0;0;14;0;0;47;false;false;;
Zoonr;2866;TblZoo_cluster;0;0;0;2866;2866;1.0;False;0;0;0;2866;0;0;0;0;0;0;0;4;0;true;false;;
Waarnemingsnr;2866;TblZoo_cluster;0;0;0;2546;983;0.39;False;0;0;0;2546;0;0;0;0;0;0;0;6;4;false;false;;
Onderzoeksmeldingsnr;2866;TblZoo_cluster;0;0;0;1242;497;0.4;False;0;0;0;1242;0;0;0;0;0;0;0;6;4;false;false;;
Zaaknummer;2866;TblZoo_cluster;0;0;0;426;151;0.35;False;0;0;0;426;0;0;0;0;0;0;0;7;4;false;false;;
X_coord;2866;TblZoo_cluster;0;0;0;2866;1493;0.52;False;0;0;0;2849;0;0;0;0;5;12;0;6;16;false;false;;
Y_coord;2866;TblZoo_cluster;0;1;0;2865;1457;0.51;False;0;0;0;2846;1;0;0;0;17;0;3;6;4;false;false;;
Toponiem;2866;TblZoo_cluster;0;0;0;2846;1532;0.54;False;0;0;0;0;0;0;2;0;9;2835;0;0;40;false;false;;
Plaats;2866;TblZoo_cluster;0;0;0;2866;551;0.19;False;0;0;0;0;0;0;0;0;0;2866;0;0;28;false;false;;
Gemeente;2866;TblZoo_cluster;0;0;0;2866;346;0.12;False;0;0;0;0;0;0;0;0;0;2866;0;0;34;false;false;;
Provincie;2866;TblZoo_cluster;0;0;0;2866;12;0.0;False;0;0;0;0;0;0;0;0;0;2866;0;0;13;false;true;TblProvincie;Omschrijving
Verwervingswijze;2866;TblZoo_cluster;0;0;0;2866;17;0.01;False;0;0;0;0;0;0;0;0;0;2866;0;0;44;false;true;tblVerwerving;Omschrijving
Datum_einde_veldwerk;2866;TblZoo_cluster;0;0;0;849;391;0.46;False;0;0;0;0;0;0;0;0;837;12;0;0;10;false;false;;
Complextype;2866;TblZoo_cluster;0;0;0;2842;85;0.03;False;0;0;0;0;0;0;0;0;0;2842;0;0;29;false;true;tblComplextype;Omschrijving
Spoortype;2866;TblZoo_cluster;0;0;0;410;28;0.07;False;0;0;0;0;0;0;0;0;0;410;0;0;25;false;true;Tbl_Sporen;sporen
Begin_periode;2866;TblZoo_cluster;0;0;0;2866;50;0.02;False;0;0;0;0;0;0;0;0;0;2866;0;0;8;false;true;TblPeriode;periodecode
Beginjaar;2866;TblZoo_cluster;0;0;0;2866;263;0.09;False;0;0;0;2866;0;0;0;0;0;0;0;6;0;false;false;;
Eind_periode;2866;TblZoo_cluster;0;0;0;2866;51;0.02;False;0;0;0;0;0;0;0;0;0;2866;0;0;8;false;true;TblPeriode;periodecode
Eindjaar;2866;TblZoo_cluster;0;0;0;2866;291;0.1;False;0;0;0;2866;0;0;0;0;0;0;0;6;0;false;false;;
Opgravende_instantie;2866;TblZoo_cluster;0;0;0;2866;222;0.08;False;0;0;0;0;0;0;0;0;0;2866;0;0;196;false;false;;
Onderzoeksinstantie;2866;TblZoo_cluster;0;0;0;2866;214;0.07;False;0;0;0;0;0;0;0;0;0;2866;0;0;188;false;false;;
Onderzoeker;2866;TblZoo_cluster;0;0;0;2866;428;0.15;False;0;0;0;0;0;0;0;0;0;2866;0;0;141;false;false;;
Omvang;2866;TblZoo_cluster;0;0;0;2865;6;0.0;False;0;0;0;0;0;0;0;0;0;2865;0;0;20;false;true;TblKlasse;Omschrijving
Verzamelwijze;2866;TblZoo_cluster;0;0;0;2866;14;0.0;False;0;0;0;0;0;0;0;0;0;2866;0;0;44;false;true;TblVerzamelwijze;Omschrijving
Melder;2866;TblZoo_cluster;0;0;0;2866;10;0.0;False;0;0;0;0;0;0;0;0;0;2866;0;0;20;false;false;;
Datum_invoer;2866;TblZoo_cluster;0;0;0;2866;479;0.17;False;0;0;0;0;0;0;0;0;2866;0;0;0;0;false;false;;
Toelichting;2866;TblZoo_cluster;0;0;0;2865;2335;0.82;False;0;0;0;0;0;0;0;0;0;2865;0;0;255;false;false;;
YYYYMMDD_datum_vondst;2866;TblZoo_cluster;0;0;0;1133;74;0.07;False;0;0;0;1133;0;0;0;0;0;0;0;4;4;false;false;;
Gewogen;2866;TblZoo_cluster;0;0;0;2866;3;0.0;False;0;0;0;0;0;0;0;0;0;2866;0;0;19;false;true;TblGewogen;Omschrijving
id;33056;TblZoo_diersoort;0;0;0;33056;33056;1.0;False;0;0;0;33056;0;0;0;0;0;0;0;5;0;false;true;TblZoo_diersoort_grafs;DiersoortID
Zoonr;33056;TblZoo_diersoort;0;0;0;33056;2860;0.09;False;0;0;0;33056;0;0;0;0;0;0;0;4;0;false;true;TblZoo_cluster;Zoonr
Volgnr;33056;TblZoo_diersoort;0;0;0;33056;201;0.01;False;0;0;0;33056;0;0;0;0;0;0;0;3;0;false;false;;
SoortID;33056;TblZoo_diersoort;0;0;0;33036;1220;0.04;False;0;0;0;33036;0;0;0;0;0;0;0;4;4;false;true;TblSoort;SoortID
Eigen_invoer_nieuwe_soort;33056;TblZoo_diersoort;0;2;0;16;11;0.69;False;0;0;0;0;0;0;0;0;0;14;0;0;42;false;false;;
Zekerheid;33056;TblZoo_diersoort;0;1;0;35;5;0.14;False;0;0;0;0;0;0;0;0;0;34;0;0;5;false;true;Tbl_Zekerhe;zekerheid
Aantal;33056;TblZoo_diersoort;0;0;0;4223;351;0.08;False;0;0;0;4223;0;0;0;0;0;0;0;5;4;false;false;;
Artefacten_gevonden;33056;TblZoo_diersoort;0;0;0;33056;2;0.0;False;0;0;0;0;0;33056;0;0;0;0;0;0;0;false;false;;
Leeftijdsgegevens_beschikbaar;33056;TblZoo_diersoort;0;0;0;33056;2;0.0;False;0;0;0;0;0;33056;0;0;0;0;0;0;0;false;false;;
Maten_beschikbaar;33056;TblZoo_diersoort;0;0;0;33056;2;0.0;False;0;0;0;0;0;33056;0;0;0;0;0;0;0;false;false;;
Bewerkingssporen_beschikbaar;33056;TblZoo_diersoort;0;0;0;33056;2;0.0;False;0;0;0;0;0;33056;0;0;0;0;0;0;0;false;false;;
Geslachtskenmerken_beschikbaar;33056;TblZoo_diersoort;0;0;0;33056;2;0.0;False;0;0;0;0;0;33056;0;0;0;0;0;0;0;false;false;;
Pathologie n_beschikbaar;33056;TblZoo_diersoort;0;0;0;33056;2;0.0;False;0;0;0;0;0;33056;0;0;0;0;0;0;0;false;false;;
Aanvullend_onderzoek;33056;TblZoo_diersoort;0;1;0;14;3;0.21;False;0;0;0;0;0;0;0;0;0;13;0;0;35;false;true;Tbl_AanvullendOnderzoek;ID
Monsters_genomen_maar_nog_niet_geanalyseerd;33056;TblZoo_diersoort;0;1;0;2;2;1.0;False;0;0;0;0;0;0;0;0;0;1;0;0;30;false;false;;
Speciale_depositie/graf;33056;TblZoo_diersoort;0;0;0;33056;2;0.0;False;0;0;0;0;0;33056;0;0;0;0;0;0;0;false;false;;
Toelichting;33056;TblZoo_diersoort;0;2;0;887;588;0.66;False;0;0;0;0;0;0;0;0;0;885;0;0;255;false;false;;
DepositienrList;33056;TblZoo_diersoort;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
DiersoortID;285;TblZoo_diersoort_grafs;0;0;0;285;236;0.83;False;0;0;0;285;0;0;0;0;0;0;0;5;0;false;false;;
Depositienr;285;TblZoo_diersoort_grafs;0;0;0;281;240;0.85;False;0;0;0;281;0;0;0;0;0;0;0;3;4;false;false;;
Zoonr;4598;TblZoo_publicatie;0;0;0;4598;2429;0.53;False;0;0;0;4598;0;0;0;0;0;0;0;4;0;true;false;;
Volgnr;4598;TblZoo_publicatie;0;0;0;4598;23;0.01;False;0;0;0;4598;0;0;0;0;0;0;0;2;0;false;false;;
Auteursnaam;4598;TblZoo_publicatie;0;0;0;4598;627;0.14;False;0;0;0;0;0;0;0;0;0;4598;0;0;135;false;false;;
Jaar;4598;TblZoo_publicatie;0;0;0;4598;58;0.01;False;0;0;0;4598;0;0;0;0;0;0;0;5;0;false;false;;
Artikel_titel;4598;TblZoo_publicatie;0;0;0;3927;1387;0.35;False;0;0;0;0;0;0;0;0;0;3927;0;0;255;false;false;;
Boektitel;4598;TblZoo_publicatie;0;0;0;2621;878;0.33;False;0;0;0;0;0;0;0;0;0;2621;0;0;255;false;false;;
Periodiek;4598;TblZoo_publicatie;0;0;0;4498;183;0.04;False;0;0;0;4498;0;0;0;0;0;0;0;3;4;false;false;;
Deel;4598;TblZoo_publicatie;0;0;0;3278;807;0.25;False;0;0;0;2021;28;0;0;0;297;932;4;8;50;false;false;;
Publicatienr;2011;TblZoo_publicatie_verbeterd;0;0;0;2011;2011;1.0;False;0;0;0;0;2011;0;0;0;0;0;1;4;0;false;false;;
Auteur 1;2011;TblZoo_publicatie_verbeterd;0;0;0;2011;365;0.18;False;0;0;0;0;0;0;0;0;0;2011;0;0;28;false;false;;
Auteur 2;2011;TblZoo_publicatie_verbeterd;0;0;0;498;184;0.37;False;0;0;0;0;0;0;0;0;0;498;0;0;32;false;false;;
Auteur 3;2011;TblZoo_publicatie_verbeterd;0;0;0;180;95;0.53;False;0;0;0;0;0;0;0;0;0;180;0;0;28;false;false;;
Auteur 4;2011;TblZoo_publicatie_verbeterd;0;0;0;64;42;0.66;False;0;0;0;0;0;0;0;0;0;64;0;0;21;false;false;;
Auteur 5;2011;TblZoo_publicatie_verbeterd;0;0;0;23;22;0.96;False;0;0;0;0;0;0;0;0;0;23;0;0;20;false;false;;
Meer dan 5 auteurs;2011;TblZoo_publicatie_verbeterd;0;0;0;2011;2;0.0;False;0;0;0;0;0;2011;0;0;0;0;0;0;0;false;false;;
Overige auteurs;2011;TblZoo_publicatie_verbeterd;0;0;0;16;7;0.44;False;0;0;0;0;0;0;0;0;0;16;0;0;57;false;false;;
Redactie;2011;TblZoo_publicatie_verbeterd;0;0;0;41;2;0.05;False;0;0;0;8;0;0;0;0;0;33;0;1;4;false;false;;
Jaar;2011;TblZoo_publicatie_verbeterd;0;0;0;2009;66;0.03;False;0;0;0;2007;0;0;0;0;0;2;0;4;9;false;false;;
Artikel_titel;2011;TblZoo_publicatie_verbeterd;0;243;0;1374;755;0.55;False;0;0;0;0;0;0;0;0;0;1131;0;0;164;false;false;;
Boektitel;2011;TblZoo_publicatie_verbeterd;0;346;0;1991;1528;0.77;False;0;0;0;0;0;0;0;0;0;1645;0;0;255;false;false;;
Periodiek;2011;TblZoo_publicatie_verbeterd;0;26;0;2001;234;0.12;False;0;0;0;0;0;0;0;0;0;1975;0;0;80;false;false;;
Deel;2011;TblZoo_publicatie_verbeterd;0;331;0;1993;843;0.42;False;0;0;0;1228;26;0;0;0;135;273;4;8;50;false;false;;
Paginanr;2011;TblZoo_publicatie_verbeterd;0;0;0;1051;905;0.86;False;0;0;0;69;0;0;0;0;61;921;0;3;24;false;false;;
Plaats van uitgave(Uitgever);2011;TblZoo_publicatie_verbeterd;0;0;0;1639;329;0.2;False;0;0;0;0;0;0;0;0;0;1639;0;0;135;false;false;;
PDF;2011;TblZoo_publicatie_verbeterd;0;0;0;2011;2;0.0;False;0;0;0;0;0;2011;0;0;0;0;0;0;0;false;false;;
Bibliotheek plaatsingscode;2011;TblZoo_publicatie_verbeterd;0;0;0;1;1;1.0;False;0;0;0;0;0;0;0;0;0;1;0;0;15;false;false;;
DOI;2011;TblZoo_publicatie_verbeterd;0;0;0;124;113;0.91;False;0;124;0;0;0;0;0;0;0;0;0;0;47;false;false;;
Publicatienr;5202;TblZoo_publicatie_vs2;0;0;0;5202;2011;0.39;False;0;0;0;5202;0;0;0;0;0;0;0;4;0;false;true;TblZoo_publicatie_verbeterd;Publicatienr
Zoonr;5202;TblZoo_publicatie_vs2;0;0;0;5195;2868;0.55;False;0;0;0;5195;0;0;0;0;0;0;0;4;4;false;true;TblZoo_cluster;Zoonr
Depositienr;231;TblZoo_Speciale_depositie/graf;0;0;0;231;231;1.0;False;0;0;0;231;0;0;0;0;0;0;0;3;0;true;false;;
Type_gevonden_deposities;231;TblZoo_Speciale_depositie/graf;0;0;0;84;7;0.08;False;0;0;0;0;0;0;0;0;0;84;0;0;83;false;false;;
aantal_gevonden;231;TblZoo_Speciale_depositie/graf;0;0;0;230;17;0.07;False;0;0;0;230;0;0;0;0;0;0;0;3;4;false;false;;
aantal_onderzocht;231;TblZoo_Speciale_depositie/graf;0;0;0;230;17;0.07;False;0;0;0;230;0;0;0;0;0;0;0;3;4;false;false;;
aantal_onderzochte_individuen;231;TblZoo_Speciale_depositie/graf;0;0;0;230;20;0.09;False;0;0;0;230;0;0;0;0;0;0;0;3;4;false;false;;
aantal_resten;231;TblZoo_Speciale_depositie/graf;0;0;0;231;12;0.05;False;0;0;0;231;0;0;0;0;0;0;0;3;0;false;false;;
opmerkingen;231;TblZoo_Speciale_depositie/graf;0;0;0;231;230;1.0;False;0;0;0;0;0;0;0;0;0;231;0;0;255;false;false;;
Soortnummer;626;Weekdieren;0;0;0;626;626;1.0;False;0;0;0;626;0;0;0;0;0;0;0;6;0;false;false;;
Groepnummer;626;Weekdieren;0;0;0;626;1;0.0;False;0;0;0;626;0;0;0;0;0;0;0;2;0;false;false;;
Wetenschappelijke naam;626;Weekdieren;0;0;0;626;626;1.0;False;0;0;0;0;0;0;0;0;0;626;0;0;43;false;false;;
Auteursnaam;626;Weekdieren;0;0;0;626;250;0.4;False;0;0;0;0;0;0;0;0;0;626;0;0;28;false;false;;
Nederlandse naam;626;Weekdieren;0;0;0;626;585;0.93;False;0;0;0;0;0;0;0;0;0;626;0;0;30;false;false;;
Subgroep;626;Weekdieren;0;0;0;626;5;0.01;False;0;0;0;0;0;0;0;0;0;626;0;0;14;false;false;;
Systematisch niveau;626;Weekdieren;0;0;0;626;2;0.0;False;0;0;0;0;0;0;0;0;0;626;0;0;10;false;false;;
Status 1;626;Weekdieren;0;0;0;617;3;0.0;False;0;0;0;0;0;0;0;0;0;617;0;0;4;false;false;;
Status 2;626;Weekdieren;0;0;0;82;3;0.04;False;0;0;0;0;0;0;0;0;0;82;0;0;4;false;false;;
Alleen Belgie;626;Weekdieren;0;0;0;23;1;0.04;False;0;0;0;0;0;0;0;0;0;23;0;0;4;false;false;;
Familienummer;626;Weekdieren;0;0;0;626;165;0.26;False;0;0;0;626;0;0;0;0;0;0;0;3;0;false;false;;
Familienaam;626;Weekdieren;0;0;0;626;165;0.26;False;0;0;0;0;0;0;0;0;0;626;0;0;17;false;false;;
Flora Faunawet;626;Weekdieren;0;0;0;3;2;0.67;False;0;0;0;0;0;0;0;0;0;3;0;0;5;false;false;;
Doelsoort;626;Weekdieren;0;0;0;4;1;0.25;False;0;0;0;0;0;0;0;0;0;4;0;0;4;false;false;;
Rode Lijst;626;Weekdieren;0;0;0;192;9;0.05;False;0;0;0;0;0;0;0;0;0;192;0;0;7;false;false;;
Rode Lijst uitgebreid;626;Weekdieren;0;0;0;170;17;0.1;False;0;0;0;0;0;0;0;0;0;170;0;0;5;false;false;;
Habitatrichtlijn 1;626;Weekdieren;0;0;0;4;2;0.5;False;0;0;0;4;0;0;0;0;0;0;0;1;4;false;false;;
Habitatrichtlijn 2;626;Weekdieren;0;0;0;1;1;1.0;False;0;0;0;1;0;0;0;0;0;0;0;1;4;false;false;;
Conventie van Bern;626;Weekdieren;0;0;0;1;1;1.0;False;0;0;0;1;0;0;0;0;0;0;0;1;4;false;false;;
Rode Lijst Europa;626;Weekdieren;0;0;0;11;3;0.27;False;0;0;0;0;0;0;0;0;0;11;0;0;4;false;false;;
IUCN;626;Weekdieren;0;0;0;4;2;0.5;False;0;0;0;0;0;0;0;0;0;4;0;0;6;false;false;;
Atlas landslak;626;Weekdieren;0;0;0;99;1;0.01;False;0;0;0;0;0;0;0;0;0;99;0;0;4;false;false;;
Atlas zoobenthos;626;Weekdieren;0;0;0;13;1;0.08;False;0;0;0;0;0;0;0;0;0;13;0;0;4;false;false;;
Biotoop 1;626;Weekdieren;0;0;0;617;4;0.01;False;0;0;0;0;0;0;0;0;0;617;0;0;4;false;false;;
Biotoop 2;626;Weekdieren;0;0;0;4;1;0.25;False;0;0;0;0;0;0;0;0;0;4;0;0;4;false;false;;
Voorkomen;626;Weekdieren;0;0;0;318;6;0.02;False;0;0;0;0;0;0;0;0;0;318;0;0;4;false;false;;
Duitse naam;626;Weekdieren;0;0;0;236;236;1.0;False;0;0;0;0;0;0;0;0;0;236;0;0;35;false;false;;
Engelse naam;626;Weekdieren;0;0;0;306;304;0.99;False;0;0;0;0;0;0;0;0;0;306;0;0;28;false;false;;
WNG_NR;88195;wng;0;0;0;88195;88195;1.0;False;0;0;0;0;88195;0;0;0;0;0;1;6;0;false;false;;
MDG_ID;88195;wng;0;0;0;88195;39556;0.45;False;0;0;0;0;88195;0;0;0;0;0;1;6;0;false;false;;
EXTERN_NR;88195;wng;0;0;0;7225;5061;0.7;False;0;0;0;1118;31;0;2;0;93;5981;4;11;20;false;false;;
V_PID;88195;wng;0;0;0;88195;1795;0.02;False;0;0;0;1;0;0;0;0;0;88194;0;5;5;false;false;;
V_NAAM;88195;wng;0;0;0;88195;1583;0.02;False;0;0;0;0;0;0;0;0;0;88195;0;0;79;false;false;;
V_WOONPL;88195;wng;0;0;0;31877;506;0.02;False;0;0;0;0;0;0;0;0;0;31877;0;0;32;false;false;;
DATUM_V;88195;wng;0;0;0;88195;13077;0.15;False;0;0;0;36790;0;0;0;0;51405;0;0;4;0;false;false;;
M_PID;88195;wng;0;0;0;88195;1091;0.01;False;0;0;0;0;0;0;0;0;0;88195;0;0;5;false;false;;
M_NAAM;88195;wng;0;0;0;88195;993;0.01;False;0;0;0;0;0;0;0;0;0;88195;0;0;60;false;false;;
M_WOONPL;88195;wng;0;0;0;23903;173;0.01;False;0;0;0;0;0;0;0;0;0;23903;0;0;25;false;false;;
DATUM_M;88195;wng;0;0;0;88195;10067;0.11;False;0;0;0;36840;0;0;0;0;51355;0;0;4;0;false;false;;
B_PID;88195;wng;0;0;0;88195;1652;0.02;False;0;0;0;0;0;0;0;0;0;88195;0;0;5;false;false;;
B_NAAM;88195;wng;0;0;0;88195;1446;0.02;False;0;0;0;0;0;0;0;0;0;88195;0;0;79;false;false;;
B_WOONPL;88195;wng;0;0;0;45350;332;0.01;False;0;0;0;0;0;0;0;0;0;45350;0;0;32;false;false;;
DATUM_B;88195;wng;0;0;0;88195;11018;0.12;False;0;0;0;30573;0;0;0;0;57622;0;0;4;0;false;false;;
X_COORD;88195;wng;0;0;0;88195;36736;0.42;False;0;0;0;0;88195;0;0;0;0;0;1;6;0;false;false;;
Y_COORD;88195;wng;0;0;0;88195;39810;0.45;False;0;0;0;0;88195;0;0;0;0;0;1;6;0;false;false;;
TOPONIEM;88195;wng;0;0;0;74763;38243;0.51;False;0;0;0;2;0;0;9;0;7;74745;0;6;70;false;false;;
PLAATS;88195;wng;0;0;0;88195;4003;0.05;False;0;0;0;0;0;0;0;0;1;88194;0;0;30;false;false;;
GEMEENTE;88195;wng;0;0;0;88195;405;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;22;false;false;;
PROVINCIE;88195;wng;0;0;0;88195;13;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;14;false;false;;
VERWERV;88195;wng;0;0;0;88195;26;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;3;false;false;;
MAAIVELD;88195;wng;0;0;0;88195;15;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;3;false;false;;
GEOMORF;88195;wng;0;0;0;88195;43;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;3;false;false;;
TEXTUUR;88195;wng;0;0;0;88195;12;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;6;false;false;;
LENGTE;88195;wng;0;0;0;88195;246;0.0;False;0;0;0;0;88195;0;0;0;0;0;1;5;0;false;false;;
BREEDTE;88195;wng;0;0;0;88195;192;0.0;False;0;0;0;0;88195;0;0;0;0;0;1;4;0;false;false;;
O_DIEP_MAX;88195;wng;0;0;0;88194;258;0.0;False;0;0;0;0;88194;0;0;0;0;0;1;5;4;false;false;;
NAP_MV;88195;wng;0;0;0;88086;1623;0.02;False;0;0;0;0;88086;0;0;0;0;0;2;5;4;false;false;;
V_DIEP_MIN;88195;wng;0;0;0;88195;206;0.0;False;0;0;0;0;88195;0;0;0;0;0;1;4;0;false;false;;
V_DIEP_MAX;88195;wng;0;0;0;88195;257;0.0;False;0;0;0;0;88195;0;0;0;0;0;1;5;0;false;false;;
INTACT_BOD;88195;wng;0;0;0;88195;3;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;1;false;false;;
OMG_NR;88195;wng;0;0;0;21020;11224;0.53;False;0;0;0;21020;0;0;0;0;0;0;0;5;4;false;false;;
BESCHRIJVING;88195;wng;0;0;0;59850;54812;0.92;False;0;0;0;3;0;0;51;6;1;59789;0;1;255;false;false;;
